id,original_title,original_language,popularity,release_date,vote_average,vote_count
660000,Illusions perdues,fr,12.225,2021-10-20,7.434,490
451480,The Guernsey Literary & Potato Peel Pie Society,en,16.792,2018-04-19,7.4,1313
11190,Возвращение,ru,16.25,2003-06-25,7.434,561
630220,18 regali,it,13.406,2020-01-02,7.433,671
364433,Lo chiamavano Jeeg Robot,it,14.293,2016-02-25,7.433,2471
206487,Predestination,en,42.111,2014-08-28,7.4,6443
38985,Sorcerer,en,17.322,1977-06-24,7.433,547
11471,英雄本色,zh,21.035,1986-08-02,7.4,515
8094,The Magdalene Sisters,en,15.014,2002-08-30,7.4,401
462,Erin Brockovich,en,26.353,2000-03-17,7.4,3194
353081,Mission: Impossible - Fallout,en,56.381,2018-07-13,7.432,8232
109689,Tengo ganas de ti,es,51.564,2012-06-22,7.432,1880
39486,Secretariat,en,21.759,2010-08-20,7.432,592
11562,Crimes and Misdemeanors,en,11.92,1989-10-13,7.429,872
843527,The Idea of You,en,106.943,2024-05-02,7.431,1503
7294,Mies vailla menneisyyttä,fi,7.295,2002-03-01,7.4,362
146,卧虎藏龍,zh,27.152,2000-07-06,7.4,3207
644583,The Mauritanian,en,18.094,2021-02-12,7.4,1093
13475,Star Trek,en,50.389,2009-05-06,7.43,9854
13188,Scrooge,en,42.957,1951-11-28,7.423,324
11829,...continuavano a chiamarlo Trinità,it,22.1,1971-10-21,7.43,899
1653,Diarios de motocicleta,es,12.373,2004-02-06,7.4,1273
840326,Sisu,fi,93.54,2022-09-09,7.428,2153
14257,La Folie des grandeurs,fr,14.312,1971-12-08,7.4,674
101299,The Hunger Games: Catching Fire,en,57.323,2013-11-15,7.428,17331
11615,The Life of David Gale,en,20.212,2003-02-21,7.428,2018
11030,Zelig,en,11.195,1983-07-15,7.428,859
9918,Glory Road,en,13.95,2006-01-13,7.4,720
2503,The Bourne Ultimatum,en,36.664,2007-08-03,7.428,7659
839,Duel,en,20.439,1971-11-13,7.428,1863
771077,En corps,fr,12.332,2022-03-30,7.4,410
340666,Nocturnal Animals,en,35.517,2016-11-04,7.427,7790
11031,This Is Spinal Tap,en,15.606,1984-03-02,7.425,1418
6916,...altrimenti ci arrabbiamo!,it,13.671,1974-03-29,7.4,803
686,Contact,en,34.132,1997-07-11,7.427,4469
626,Un chien andalou,fr,12.796,1929-06-05,7.425,1294
292011,Richard Jewell,en,24.54,2019-12-13,7.426,2494
250219,Smetto quando voglio,it,6.493,2014-02-06,7.426,1786
190859,American Sniper,en,67.061,2014-12-25,7.4,12839
423108,The Conjuring: The Devil Made Me Do It,en,77.16,2021-05-25,7.425,5920
395991,Only the Brave,en,33.865,2017-09-22,7.4,1583
382748,Stargirl,en,11.115,2020-03-10,7.4,553
758866,ドライブ・マイ・カー,ja,17.441,2021-08-18,7.4,1258
565310,The Farewell,en,17.679,2019-07-12,7.424,1398
51828,One Day,en,37.308,2011-03-02,7.425,4248
13689,Peaceful Warrior,en,13.94,2006-03-30,7.4,399
4584,Sense and Sensibility,en,31.861,1995-12-13,7.423,1678
940551,Migration,en,197.362,2023-12-06,7.423,1858
18333,Vargtimmen,sv,12.161,1968-02-19,7.423,496
16305,Sullivan's Travels,en,13.241,1941-11-30,7.417,460
9454,EverAfter,en,25.308,1998-07-31,7.4,1453
4232,Scream,en,62.65,1996-12-20,7.423,7052
284052,Doctor Strange,en,72.43,2016-10-25,7.4,22151
271706,大鱼海棠,zh,17.866,2016-07-08,7.4,438
12207,醉拳二,cn,27.191,1994-02-03,7.422,953
10867,Malèna,it,47.658,2000-03-16,7.423,2246
242,The Godfather Part III,en,66.033,1990-12-25,7.422,6218
429617,Spider-Man: Far From Home,en,83.441,2019-06-28,7.421,15729
13754,鉄コン筋クリート,ja,15.54,2006-10-21,7.421,362
1523,The Last King of Scotland,en,24.468,2006-01-12,7.42,2120
176,Saw,en,51.859,2004-10-01,7.421,9238
853,Enemy at the Gates,en,37.796,2001-02-28,7.4,3603
137106,The Lego Movie,en,37.099,2014-02-06,7.418,7846
637534,BAC Nord,fr,23.96,2021-08-18,7.418,1284
10400,The Hurricane,en,27.5,1999-09-17,7.418,1379
9461,Enter the Dragon,en,27.33,1973-08-17,7.4,1882
290542,You're Not You,en,12.818,2014-10-10,7.4,786
11236,The Secret Garden,en,26.284,1993-08-13,7.4,893
5123,August Rush,en,25.641,2007-11-21,7.4,2672
507505,El Ángel,es,13.791,2018-08-09,7.4,544
9426,The Fly,en,35.366,1986-08-15,7.416,4425
394117,The Florida Project,en,23.445,2017-10-06,7.4,2737
11481,Repulsion,en,16.179,1965-06-01,7.4,1000
10747,The Outlaw Josey Wales,en,21.677,1976-06-30,7.4,1138
823,人狼 JIN-ROH,ja,23.072,1999-11-17,7.4,484
20558,Scooby-Doo! in Where's My Mummy?,en,21.188,2005-05-13,7.4,395
21542,Love Don't Co$t a Thing,en,35.959,2003-12-12,7.418,541
4203,Mujeres al borde de un ataque de nervios,es,15.892,1988-03-25,7.413,898
1360,Frida,en,16.218,2002-08-29,7.413,2009
736074,"Batman: The Long Halloween, Part Two",en,16.461,2021-07-26,7.4,511
312221,Creed,en,66.683,2015-11-25,7.412,7426
1407,La Môme,fr,14.367,2007-02-14,7.409,1603
492,Being John Malkovich,en,26.767,1999-10-29,7.412,4352
165213,신세계,ko,21.419,2013-02-21,7.4,461
4024,L'Année dernière à Marienbad,fr,16.84,1961-05-25,7.4,484
2690,Irma la Douce,en,16.955,1963-06-05,7.4,410
876716,Ciao Alberto,en,15.49,2021-11-11,7.4,660
3085,His Girl Friday,en,13.18,1940-01-18,7.407,829
1391,Y tu mamá también,es,36.004,2001-06-08,7.4,1511
380225,La pazza gioia,it,10.011,2016-05-17,7.409,870
13403,Hedwig and the Angry Inch,en,14.758,2001-07-20,7.4,380
217993,Justice League: War,en,19.39,2014-01-21,7.408,1070
94329,Serbuan Maut,id,35.748,2012-03-22,7.4,3439
814,An American Werewolf in London,en,30.06,1981-08-21,7.4,2418
639,When Harry Met Sally...,en,35.667,1989-07-21,7.408,4099
226,Boys Don't Cry,en,18.191,1999-09-02,7.4,1327
432836,살인자의 기억법,ko,23.458,2017-09-07,7.4,306
794,The Omen,en,23.146,1976-06-25,7.407,2132
638449,The Last Letter from Your Lover,en,19.444,2021-07-23,7.4,596
11661,Joyeux Noël,fr,26.055,2005-11-09,7.4,861
7249,Futurama: Bender's Big Score,en,13.271,2007-11-27,7.4,683
273481,Sicario,en,58.896,2015-09-17,7.405,8596
26638,Il deserto rosso,it,12.585,1964-09-04,7.4,451
11545,Rushmore,en,17.22,1998-12-11,7.405,2473
3009,Le Procès,en,17.416,1962-12-21,7.4,492
533444,Waves,en,26.5,2019-11-15,7.404,689
487670,The Death of Superman,en,21.384,2018-07-24,7.4,748
87827,Life of Pi,en,44.81,2012-11-20,7.404,13057
516486,Greyhound,en,39.291,2020-07-09,7.402,2901
447332,A Quiet Place,en,91.036,2018-04-03,7.403,14205
4174,Spellbound,en,13.521,1945-11-08,7.4,885
575,Das Experiment,de,15.021,2001-03-08,7.403,1083
484747,Les Chatouilles,fr,10.086,2018-11-14,7.4,338
290762,Miss You Already,en,17.666,2015-09-12,7.4,665
26963,The Secret of Kells,en,18.746,2009-02-09,7.402,689
375785,Then Came You,en,28.765,2018-12-05,7.4,478
2292,Clerks,en,14.809,1994-10-19,7.4,2484
763,Braindead,en,18.07,1992-08-13,7.398,1631
760,Les Aventures de Rabbi Jacob,fr,18.295,1973-10-17,7.4,972
463257,The Peanut Butter Falcon,en,19.683,2019-08-09,7.401,1396
26596,Johnny Guitar,en,15.743,1954-05-26,7.4,417
21832,新世紀エヴァンゲリオン劇場版 シト新生,ja,23.378,1997-03-15,7.4,439
10784,Cabaret,en,19.234,1972-02-13,7.398,883
10474,The Basketball Diaries,en,29.184,1995-04-21,7.4,1983
1847,The Long Goodbye,en,18.764,1973-03-08,7.4,635
1359,American Psycho,en,52.655,2000-04-13,7.4,11043
813258,Monster Pets: A Hotel Transylvania Short,en,28.452,2021-04-02,7.4,396
265180,Левиафан,ru,13.113,2014-09-24,7.4,849
273895,Selma,en,16.765,2014-12-25,7.398,2180
37135,Tarzan,en,57.02,1999-06-18,7.398,6771
11416,The Mission,en,19.35,1986-09-24,7.398,1408
10849,The Purple Rose of Cairo,en,12.746,1985-03-01,7.397,1044
388,Inside Man,en,33.048,2006-03-17,7.397,5768
481432,Lazzaro felice,it,14.379,2018-05-31,7.4,705
76589,Justice League: Doom,en,14.413,2012-02-28,7.4,856
14092,GHOST IN THE SHELL／攻殻機動隊2.0,ja,18.318,2008-07-12,7.396,408
6003,Romeo and Juliet,en,21.484,1968-04-02,7.4,671
276624,アイアムアヒーロー,ja,19.653,2016-04-23,7.395,428
13004,Barbie and the Diamond Castle,en,29.568,2008-09-03,7.4,829
11230,醉拳,cn,24.113,1978-10-05,7.4,946
8681,Taken,en,95.027,2008-02-18,7.395,11231
851303,En attendant Bojangles,fr,16.323,2021-10-13,7.4,315
10437,The Muppet Christmas Carol,en,46.865,1992-12-10,7.395,1000
8810,Mad Max 2,en,38.604,1981-12-24,7.4,3758
2898,As Good as It Gets,en,28.591,1997-12-19,7.393,3772
350,The Devil Wears Prada,en,82.359,2006-06-29,7.393,12047
508570,The One and Only Ivan,en,20.512,2020-08-21,7.4,581
14736,Love & Basketball,en,14.413,2000-04-21,7.4,425
7863,Shine,en,10.356,1996-08-15,7.389,647
659959,Été 85,fr,18.437,2020-07-14,7.391,822
45317,The Fighter,en,24.267,2010-12-10,7.39,4341
5723,Once,en,12.239,2007-03-23,7.391,1303
2786,Pierrot le fou,fr,15.822,1965-11-05,7.392,854
801112,Rapito,it,20.149,2023-05-25,7.39,308
274109,Palmeras en la nieve,es,21.239,2015-12-25,7.389,526
22803,Law Abiding Citizen,en,39.394,2009-10-15,7.389,5139
4032,My Girl,en,27.458,1991-11-27,7.389,2077
621,Grease,en,50.125,1978-07-07,7.389,7210
809107,Z-O-M-B-I-E-S 3,en,19.461,2022-07-09,7.4,393
675445,PAW Patrol: The Movie,en,61.034,2021-08-09,7.4,1213
519010,Dolor y gloria,es,18.434,2019-03-22,7.4,1769
484751,Sauver ou périr,fr,8.786,2018-11-28,7.383,668
121986,Frances Ha,en,18.745,2013-05-17,7.388,1609
111969,Stuck in Love,en,25.41,2013-06-14,7.4,1911
37094,Falling Down,en,26.69,1993-02-26,7.4,3651
20312,Interstate 60,en,16.997,2002-04-13,7.388,680
18988,The Lion in Winter,en,16.941,1968-10-30,7.382,346
153,Lost in Translation,en,34.605,2003-09-18,7.388,7335
831405,Injustice,en,19.203,2021-10-09,7.4,773
374461,Mr. Church,en,10.925,2016-09-16,7.387,464
339380,On the Basis of Sex,en,20.416,2018-12-25,7.4,1024
673595,"Maggie Simpson in ""Playdate with Destiny""",en,11.214,2020-02-29,7.4,350
414425,Mudbound,en,14.035,2017-11-16,7.386,1218
2899,Astérix & Obélix Mission Cléopâtre,fr,36.257,2002-01-30,7.386,3506
855,Black Hawk Down,en,44.164,2001-12-28,7.386,5736
615777,Babylon,en,55.376,2022-12-22,7.385,3121
439584,Smetto quando voglio - Ad honorem,it,7.34,2017-11-30,7.4,959
39356,Boy,en,13.871,2010-03-25,7.4,409
818647,A través de mi ventana,es,177.379,2022-02-04,7.384,3129
828613,About Fate,en,34.74,2022-09-08,7.385,399
491584,버닝,ko,21.682,2018-05-17,7.4,1598
20982,劇場版 NARUTO -ナルト- 疾風伝,ja,55.726,2007-08-04,7.4,993
14433,Zulu,en,21.645,1964-01-22,7.4,512
9361,The Last of the Mohicans,en,28.053,1992-08-26,7.383,3075
15080,おもひでぽろぽろ,ja,26.333,1991-07-20,7.4,1100
1645,A Time to Kill,en,26.144,1996-07-24,7.381,2528
628,Interview with the Vampire,en,39.101,1994-11-11,7.382,5847
476299,Ghostland,en,35.32,2018-03-14,7.4,2403
284054,Black Panther,en,72.91,2018-02-13,7.38,22210
4476,Legends of the Fall,en,40.984,1994-12-23,7.4,2569
1669,The Hunt for Red October,en,38.957,1990-03-02,7.379,3267
508763,A Dog's Way Home,en,23.169,2019-01-10,7.4,1104
376867,Moonlight,en,26.591,2016-10-21,7.378,7032
258893,Scooby-Doo! WrestleMania Mystery,en,17.088,2014-03-11,7.4,314
4011,Beetlejuice,en,94.295,1988-03-30,7.4,7608
1542,Office Space,en,24.159,1999-02-19,7.379,2987
1151534,Nowhere,es,64.514,2023-09-29,7.378,1362
17681,Scooby-Doo! and the Witch's Ghost,en,33.604,1999-10-05,7.4,434
17474,The Man in the Moon,en,24.633,1991-09-30,7.4,307
9662,Les Triplettes de Belleville,fr,15.186,2003-06-11,7.4,934
5967,Les Parapluies de Cherbourg,fr,20.785,1964-02-19,7.378,773
527,Once Were Warriors,en,18.438,1994-09-02,7.371,429
457,Sissi,de,25.047,1955-12-22,7.4,472
874300,South Park: Post COVID: The Return of COVID,en,16.492,2021-12-16,7.4,409
458131,The Best of Enemies,en,15.303,2019-04-05,7.4,423
713,The Piano,en,20.134,1993-05-18,7.4,1485
65754,The Girl with the Dragon Tattoo,en,34.025,2011-12-14,7.376,6963
10024,My Sister's Keeper,en,33.477,2009-06-26,7.376,2089
1245,The Remains of the Day,en,22.36,1993-11-05,7.374,1309
818750,The In Between,en,26.332,2022-02-11,7.379,718
427,Mon oncle,fr,16.429,1958-05-10,7.4,544
570661,Der Fall Collini,de,12.499,2019-04-18,7.4,392
49020,Submarine,en,11.895,2011-03-18,7.4,1450
16320,Serenity,en,23.746,2005-09-25,7.374,3506
14283,Le Violon rouge,fr,20.239,1998-09-10,7.369,411
140,La mala educación,es,17.457,2004-03-19,7.4,953
425909,Ghostbusters: Afterlife,en,50.178,2021-11-18,7.4,4630
249164,If I Stay,en,25.217,2014-08-21,7.372,4172
13382,Rudolph the Red-Nosed Reindeer,en,40.157,1964-12-06,7.385,588
876792,劇場版 転生したらスライムだった件 紅蓮の絆編,ja,44.205,2022-11-25,7.4,399
460555,红海行动,zh,23.293,2018-02-16,7.372,378
406385,Smetto quando voglio - Masterclass,it,8.065,2017-02-02,7.4,1210
37799,The Social Network,en,53.191,2010-10-01,7.372,12111
25866,Le Corniaud,fr,15.877,1965-03-24,7.4,648
25403,Caro diario,it,8.838,1993-10-12,7.372,466
46838,Tucker and Dale vs. Evil,en,19.811,2010-01-22,7.4,2753
11644,Blow Out,en,14.16,1981-07-24,7.371,1459
370172,No Time to Die,en,64.388,2021-09-29,7.37,6285
13199,American Me,en,15.099,1992-03-13,7.37,355
9462,猛龍過江,cn,30.034,1972-12-30,7.4,1138
1923,Twin Peaks: Fire Walk with Me,en,27.506,1992-06-03,7.37,1912
245913,Pelé: Birth of a Legend,en,18.102,2016-05-06,7.4,1073
157354,Fruitvale Station,en,16.998,2013-07-26,7.369,1286
19100,Nos jours heureux,fr,10.186,2006-06-28,7.369,1035
44012,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",fr,16.45,1976-01-21,7.4,304
39148,ドラゴンボール 最強への道,ja,22.076,1996-03-04,7.4,352
408647,Teen Titans: The Judas Contract,en,22.193,2017-03-31,7.4,694
303483,Les Héritiers,fr,6.738,2014-12-03,7.4,316
64682,The Great Gatsby,en,48.682,2013-05-09,7.367,12229
595975,La Belle Époque,fr,15.1,2019-11-06,7.363,1003
387426,Okja,en,23.818,2017-06-28,7.366,4252
100271,ももへの手紙,ja,16.61,2012-04-21,7.366,366
307081,Southpaw,en,47.732,2015-03-24,7.365,5447
13321,Lifeboat,en,15.243,1944-01-28,7.4,433
11881,Miracle on 34th Street,en,52.635,1947-06-04,7.4,744
4133,Blow,en,28.85,2001-04-04,7.365,4274
1116,The Wind That Shakes the Barley,en,15.709,2006-06-23,7.365,805
649,Belle de jour,fr,17.871,1967-05-24,7.367,892
58,Pirates of the Caribbean: Dead Man's Chest,en,122.589,2006-07-06,7.365,15976
433247,First They Killed My Father,en,15.095,2017-02-18,7.364,667
88273,En kongelig affære,da,20.329,2012-03-29,7.367,866
81188,Rise of the Guardians,en,135.456,2012-11-21,7.364,6708
17136,The Woman in the Window,en,13.567,1944-10-25,7.364,339
508947,Turning Red,en,86.008,2022-03-10,7.4,5245
80278,The Impossible,en,42.535,2012-09-09,7.363,6271
8356,An Affair to Remember,en,16.394,1957-07-11,7.363,456
3110,Shane,en,21.773,1953-04-23,7.363,604
2757,Adaptation.,en,16.305,2002-12-06,7.361,2482
425,Ice Age,en,96.479,2002-03-10,7.361,13294
116,Match Point,en,21.126,2005-10-26,7.36,4061
912598,バブル,ja,15.887,2022-02-14,7.4,417
2252,Eastern Promises,en,28.487,2007-09-14,7.4,3339
377263,Frantz,fr,14.483,2016-09-07,7.4,690
17529,True Grit,en,23.695,1969-06-11,7.4,772
1427,Perfume: The Story of a Murderer,en,42.846,2006-09-13,7.4,4534
829280,Enola Holmes 2,en,30.571,2022-11-30,7.359,1430
451048,Jungle Cruise,en,49.2,2021-07-28,7.358,5686
417320,Descendants 2,en,46.427,2017-07-21,7.358,1662
205220,Philomena,en,14.059,2013-11-01,7.358,1601
840,Close Encounters of the Third Kind,en,30.341,1977-12-14,7.4,4209
756,Fantasia,en,25.623,1940-11-13,7.357,3049
931102,龙马精神,zh,39.084,2023-04-07,7.357,338
49051,The Hobbit: An Unexpected Journey,en,93.627,2012-12-12,7.357,18425
184,Jackie Brown,en,26.194,1997-12-25,7.357,6326
710356,2 Hearts,en,20.642,2020-10-16,7.4,576
672208,قهرمان,fa,17.669,2021-12-15,7.356,322
459151,The Boss Baby: Family Business,en,66.671,2021-07-01,7.4,2533
22164,Blood and Bone,en,29.777,2009-02-07,7.4,771
11206,Wait Until Dark,en,16.115,1967-10-26,7.4,525
7862,Die Fälscher,de,10.74,2007-03-22,7.4,613
4147,Road to Perdition,en,19.852,2002-07-12,7.354,3622
2291,Jacob's Ladder,en,21.162,1990-11-02,7.355,1645
843847,Jerry & Marge Go Large,en,25.76,2022-10-20,7.4,338
293670,곡성,ko,37.185,2016-05-12,7.353,1728
560057,The Sea Beast,en,41.102,2022-06-24,7.4,1465
493529,Dungeons & Dragons: Honor Among Thieves,en,92.228,2023-03-23,7.353,3655
399404,Darkest Hour,en,21.401,2017-11-22,7.353,5071
318846,The Big Short,en,34.417,2015-12-11,7.353,9000
1052,Blow-Up,en,14.444,1966-12-18,7.4,1241
2756,The Abyss,en,35.057,1989-08-09,7.351,2982
12716,La Gloire de mon Père,fr,8.351,1990-08-29,7.4,302
1554,Down by Law,en,11.61,1986-09-20,7.346,739
621013,Chemical Hearts,en,19.654,2020-08-21,7.35,1108
14645,Le père Noël est une ordure,fr,11.708,1982-08-25,7.35,975
14534,Rudy,en,18.165,1993-09-17,7.3,670
10144,The Little Mermaid,en,86.628,1989-11-17,7.35,7883
9504,Glengarry Glen Ross,en,15.065,1992-09-15,7.351,1378
488,The African Queen,en,15.359,1952-01-07,7.347,951
180,Minority Report,en,27.462,2002-06-20,7.35,8694
1083862,バイオハザード：デスアイランド,ja,51.421,2023-06-22,7.351,987
360365,Tini: El gran cambio de Violetta,es,9.681,2016-05-04,7.3,380
57361,황해,ko,17.543,2010-12-22,7.349,499
24182,Parenti serpenti,it,9.61,1992-03-26,7.357,306
634544,Uncle Frank,en,17.444,2020-11-25,7.346,402
544401,Cherry,en,28.336,2021-02-26,7.347,1256
489930,Blindspotting,en,13.499,2018-07-20,7.348,659
140823,Saving Mr. Banks,en,15.657,2013-11-29,7.348,3284
118406,ROAD TO NINJA -NARUTO THE MOVIE-,ja,56.975,2012-07-28,7.3,1168
77016,End of Watch,en,26.946,2012-09-20,7.348,3213
16307,The Wicker Man,en,21.33,1973-12-06,7.35,1406
11589,Kelly's Heroes,en,22.693,1970-06-22,7.348,716
3766,The Lady from Shanghai,en,16.635,1947-12-24,7.3,658
260,The 39 Steps,en,14.938,1935-06-06,7.3,943
37775,"Bianco, rosso e Verdone",it,7.668,1981-02-20,7.346,711
11901,High Plains Drifter,en,22.109,1973-04-19,7.3,1154
3089,Red River,en,17.202,1948-08-26,7.343,521
302528,Remember,en,16.179,2015-10-23,7.3,710
297,Meet Joe Black,en,55.841,1998-11-12,7.346,5183
964980,Air,en,30.277,2023-04-05,7.3,1920
755339,Tudo Bem no Natal Que Vem,pt,19.155,2020-12-03,7.3,415
381288,Split,en,48.488,2017-01-19,7.345,17364
2056,The Station Agent,en,15.001,2003-12-05,7.341,671
985,Eraserhead,en,18.884,1977-09-28,7.345,2420
704,A Hard Day's Night,en,13.574,1964-07-07,7.3,675
658,Goldfinger,en,33.486,1964-09-20,7.344,3552
377,A Nightmare on Elm Street,en,43.214,1984-10-31,7.3,5134
866398,The Beekeeper,en,181.652,2024-01-08,7.342,3163
740441,스마트폰을 떨어뜨렸을 뿐인데,ko,24.468,2023-02-17,7.3,321
433498,Papillon,en,29.22,2017-09-07,7.344,1930
289222,The Zookeeper's Wife,en,18.755,2017-03-24,7.3,1496
14638,The Killers,en,16.968,1946-08-30,7.344,384
594,The Terminal,en,32.833,2004-06-17,7.344,7895
522369,Sorry We Missed You,en,14.953,2019-10-04,7.3,741
416477,The Big Sick,en,25.594,2017-03-30,7.3,2410
169881,The Physician,en,22.066,2013-12-25,7.343,1065
64847,哀しみのベラドンナ,ja,16.269,1973-06-30,7.3,313
37211,Scooby-Doo! and the Reluctant Werewolf,en,15.689,1988-11-13,7.3,313
705996,헤어질 결심,ko,46.257,2022-06-29,7.3,1195
82690,Wreck-It Ralph,en,64.675,2012-11-01,7.3,12305
15764,Sophie's Choice,en,17.474,1982-12-08,7.3,853
11710,Jeder für sich und Gott gegen alle,de,12.766,1974-11-01,7.342,322
6949,"What's Up, Doc?",en,16.75,1972-03-09,7.3,385
6644,El Dorado,en,22.034,1966-12-17,7.342,527
2798,Oscar,fr,11.001,1967-10-11,7.3,486
663260,Boîte noire,fr,18.523,2021-09-08,7.341,1233
72478,Sala samobójców,pl,11.882,2011-03-04,7.341,461
38528,Febbre da cavallo,it,6.146,1976-10-29,7.341,359
27275,G.O.R.A.,tr,11.283,2004-11-12,7.3,321
12776,Johnny Stecchino,it,10.241,1991-10-24,7.3,1015
1056360,American Fiction,en,23.079,2023-11-10,7.34,996
624479,Superman II: The Richard Donner Cut,en,25.648,2006-11-02,7.3,318
13183,Watchmen,en,51.62,2009-03-04,7.339,9223
7452,"The Cook, the Thief, His Wife & Her Lover",en,17.01,1989-10-13,7.3,624
603661,The Hating Game,en,34.851,2021-12-09,7.3,1050
15003,ช็อคโกแลต,th,15.816,2008-02-06,7.3,500
228,Der blaue Engel,de,20.572,1930-04-01,7.3,308
191714,The Lunchbox,hi,14.359,2013-09-20,7.336,708
132363,The Butler,en,16.796,2013-08-16,7.338,2859
75656,Now You See Me,en,43.788,2013-05-29,7.338,15502
2134,The Time Machine,en,23.919,1960-05-25,7.3,819
212167,サカサマのパテマ,ja,23.716,2013-11-09,7.3,405
33701,Les Bronzés font du ski,fr,15.862,1979-11-22,7.3,1199
21484,Possession,fr,28.746,1981-05-27,7.3,1106
13688,長江七號,cn,38.475,2008-01-30,7.337,708
11673,Cyrano de Bergerac,fr,15.507,1990-03-28,7.334,757
10975,飛鷹計劃,cn,27.75,1991-02-07,7.3,551
10647,Pay It Forward,en,21.146,2000-10-20,7.3,1808
2841,Un long dimanche de fiançailles,fr,14.022,2004-10-27,7.3,1201
442065,The Last Full Measure,en,17.133,2020-01-23,7.336,440
342737,20th Century Women,en,14.927,2016-12-28,7.3,1131
15255,Undisputed II: Last Man Standing,en,43.996,2006-04-11,7.336,802
12311,Mutiny on the Bounty,en,13.592,1935-11-22,7.336,335
837335,La chimera,it,27.95,2023-10-12,7.3,392
615643,Minari,en,22.896,2021-02-12,7.336,1612
66125,Red Dog,en,17.75,2011-08-04,7.3,398
36208,A Dog's Life,en,8.86,1918-04-14,7.3,321
28055,Sei donne per l'assassino,it,9.91,1964-04-10,7.3,412
744857,Cuando acecha la maldad,es,39.093,2023-10-05,7.329,1022
615666,A Boy Called Christmas,en,36.204,2021-11-24,7.334,735
324552,John Wick: Chapter 2,en,100.637,2017-02-08,7.334,13064
315635,Spider-Man: Homecoming,en,93.714,2017-07-05,7.333,21823
34647,Enter the Void,en,19.207,2009-06-17,7.3,1767
926393,The Equalizer 3,en,114.187,2023-08-30,7.3,3012
10549,Hamlet,en,18.32,1996-12-25,7.328,470
9065,Europa,de,13.08,1991-06-27,7.3,318
5548,RoboCop,en,39.57,1987-07-17,7.333,5116
26900,Eşkıya,tr,7.088,1996-11-29,7.322,314
23550,Le fate ignoranti,it,10.919,2001-03-16,7.33,550
88,Dirty Dancing,en,46.804,1987-08-21,7.332,6118
890980,Los renglones torcidos de Dios,es,25.801,2022-10-06,7.331,670
802,Lolita,en,22.266,1962-06-13,7.331,2065
470,21 Grams,en,19.676,2003-09-06,7.33,3105
587792,Palm Springs,en,38.236,2020-07-10,7.329,3116
119450,Dawn of the Planet of the Apes,en,61.855,2014-07-08,7.329,11427
82695,Les Misérables,en,31.8,2012-12-18,7.329,5277
43316,All That Heaven Allows,en,13.684,1955-12-25,7.3,303
31522,Une Femme est une femme,fr,12.565,1961-09-06,7.3,367
61791,Rise of the Planet of the Apes,en,49.03,2011-08-03,7.329,11900
13635,L'Instinct de mort,fr,13.314,2008-10-22,7.3,922
7979,The Kite Runner,en,18.905,2007-12-14,7.329,1146
583406,Judas and the Black Messiah,en,21.546,2021-02-12,7.326,1521
9589,Christiane F. - Wir Kinder vom Bahnhof Zoo,de,18.271,1981-04-02,7.3,1323
874,A Man for All Seasons,en,24.596,1966-12-13,7.325,434
965,The Magnificent Ambersons,en,12.984,1942-07-10,7.327,424
429174,Нелюбовь,ru,23.292,2017-06-01,7.327,752
1429,25th Hour,en,21.529,2002-12-19,7.326,2348
134,"O Brother, Where Art Thou?",en,26.417,2000-08-30,7.326,4144
504608,Rocketman,en,21.349,2019-05-17,7.3,4646
407449,Lucky,en,12.26,2017-09-29,7.3,570
239877,La mafia uccide solo d'estate,it,7.384,2013-11-28,7.325,1104
54138,Star Trek Into Darkness,en,37.462,2013-05-05,7.325,9082
2666,Dark City,en,30.526,1998-02-27,7.325,2803
1830,Lord of War,en,40.486,2005-09-16,7.325,4778
668461,Slumberland,en,21.787,2022-11-18,7.3,829
205587,The Judge,en,36.566,2014-10-08,7.3,4075
122917,The Hobbit: The Battle of the Five Armies,en,132.637,2014-12-10,7.324,14293
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",en,24.235,1995-09-07,7.324,652
4543,Monty Python's The Meaning of Life,en,17.356,1983-03-31,7.324,1878
2502,The Bourne Supremacy,en,36.994,2004-07-23,7.324,7485
759,Gentlemen Prefer Blondes,en,16.89,1953-07-14,7.3,961
250538,The Good Lie,en,13.857,2014-09-10,7.3,484
36728,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,ja,41.829,2009-08-01,7.3,460
21348,Kirikou et la sorcière,fr,12.288,1998-12-09,7.323,1091
13008,An American Crime,en,20.374,2007-07-27,7.3,687
12902,Scooby-Doo! and the Loch Ness Monster,en,27.282,2004-05-20,7.3,419
3131,Gangs of New York,en,27.088,2002-12-14,7.323,6623
545609,Extraction,en,57.303,2020-04-23,7.322,6059
332270,Битва за Севастополь,ru,18.55,2015-04-02,7.3,455
297270,Tinker Bell and the Legend of the NeverBeast,en,48.123,2014-12-12,7.322,1096
90369,Now Is Good,en,11.055,2012-09-19,7.3,1073
18785,The Hangover,en,90.836,2009-06-02,7.322,16877
15392,Crossroads,en,21.17,1986-03-14,7.322,429
12140,イノセンス,ja,20.236,2004-03-06,7.3,858
9385,Les 12 travaux d'Astérix,fr,21.437,1976-06-26,7.322,1233
866,Finding Neverland,en,19.344,2004-10-17,7.322,3535
550231,The Secret: Dare to Dream,en,14.591,2020-04-16,7.3,605
